review_id,product_id,title,author,rating,content,timestamp,profile_id,is_verified,helpful_count,product_attributes
R31VRRJ7HJ4BVB,B07DD3VXRZ,5.0 out of 5 stars Muy bueno,Jacobo,5,"Es pequeño no te confundas, pero me gusta.","Reviewed in the United States May 4, 2024",AHLZYH5BNZA35IOWMNFA4PB22ZRA,True,0,Color: Night BlackPattern: Speaker
R36Y3PFQ1BU639,B07DD3VXRZ,5.0 out of 5 stars Amazing sound quality,Justin Jensen,5,"I have owned a different UE speaker before, so I knew they were good, but I absolutely love the sound quality of this model. I've only used it indoors so far but I will be using it outdoors when the weather gets better.","Reviewed in the United States February 27, 2024",AHLDT5ISA4FUF6CR66LEXJ2H6BKA,True,2,Color: Night BlackPattern: Speaker
R29FMXWVQ06YLD,B07DD3VXRZ,5.0 out of 5 stars My second one,Amazon Customer,5,"Good all around speaker. Can take it everywhere. This is my second one because I use it in the garage, hot tub and classic beetle. Tried of going to find it so I bought this one.","Reviewed in the United States March 8, 2024",AEMDKWRTXGMJEPDQAHVHJMB3DTQA,True,0,Color: Night BlackPattern: Speaker
RGRVQ2EA7AV4A,B07DD3VXRZ,2.0 out of 5 stars Quit Pairing After 2 Weeks,Beamer,2,I own a UE Mega Blast and a Mega Boom 3 which both work great. Purchased a Boom 3 and worked well for 2 weeks. Paired it in party up mode with Mega Boom and a day later went to use the Boom 3 wouldn't pair in Bluetooth and UE Boom app wouldn't connect. Talked with Amazon tech support with no luck in getting to pair. Was in return window so returned speaker. Had zero problems with my other UE speakers that I've had for 2 years. Going to purchase another Boom 3 to see if I have better luck. UE makes great sounding speakers with good battery life.,"Reviewed in the United States June 16, 2024",AEE4BN6PYBZC3LDGLKPAXOO2273Q,True,1,Color: Sunset RedPattern: Speaker
R1KELUR90PO5A3,B07DD3VXRZ,5.0 out of 5 stars Great little speaker,Labcoated,5,"I've been putting this speaker through its paces for the last few hours and I'm really impressed. Sound quality, water resistance, and build quality is all there. The app is well designed, pairing is quick and easy, and bluetooth range covers my entire apartment.It's important to understand that you're not gonna get crazy sub bass on this thing, but that's not what they're trying to do here. One thing I really have to hand it to UE for on this speaker is instead of trying to reproduce frequencies in those bottom sub ranges, they have obviously set a hard shelf on the EQ that totally eliminates those frequencies from the mix rather than try to make the small speakers in this unit try for it anyway. A lot of other bluetooth speakers I've heard fail pretty hard at that and you end up with distortion and a lot of muddiness in the low range because of it. The tradeoff is that especially low end music (namely drum and bass, dubstep, 808 heavy hip hop and trap, etc) isn't going to exactly shine on this speaker.What does sound great, though, is just about everything else that doesn't rely on sub bass. Rock, jazz, metal, most hip hop, most electronic, funk, r&b, podcasts, etc all sound really clear and have great dynamics. This speaker is also capable of going extremely loud. I couldn't get it past around 70% volume in my apartment without it being excessive, yet the music sounded totally clear and free of distortion even when I cranked it.Also, I brought it in the shower to test and it got wet without issue and dried off quickly.I just got the speaker so time will tell how reliable it is, but count me as impressed. I'm looking forward to taking this on river floats next summer. Really happy that well made, waterproof electronics are readily available now. That was by far one of the biggest selling points to me after the sound quality.They should have used USB C, that's maybe my biggest gripe, I've never cared for micro USB.","Reviewed in the United States December 15, 2018",AGVINZPVX6XN7HFBN4XKCKCLOOCA,True,49,Color: Night BlackPattern: Speaker
R3TQ643CQ1BMBY,B07DD3VXRZ,5.0 out of 5 stars Great Bluetooth speaker,psylph,5,"When I lost my old Boom 2 I decided to upgrade to this Boom 3.It was really simple to connect as I already had the app installed. It's got really great full bodied sound for such a little speaker! (just like the Boom 2 did) The fact that it's waterproof really made using it out by the pool, or at the lake, a stress free experience.Two thumbs up!The only thing that makes no sense sense to me is why it still uses the old mini USB instead of the new USB C. Maybe it's a voltage thing? I don't know, but I really think they should have updated that.That being said, it's got great battery life so far.","Reviewed in the United States September 1, 2023",AEP2F5REWQMD4CY24STJE4C4INFA,True,10,Color: Ultraviolet PurplePattern: Speaker
R4UO3ZNVN8XQH,B07DD3VXRZ,2.0 out of 5 stars Disappointed,Toby R Smith,2,This is our second UE boom speaker. We liked the first one so much we figured we'd buy a second one to link them together and have music everywhere at our house. Well the new speaker gets very crackly and the speaker can't be further than 20' away from each other or they don't work... I can hear the first speaker perfectly fine at 20'. Kind of defeats the purpose of they must be so close to each other,"Reviewed in the United States July 3, 2024",AFQUZIYYW25XONVF5V6GE32MESCA,True,1,Color: Lagoon BluePattern: Speaker
R3EPX9DXXS7ZZM,B07DD3VXRZ,5.0 out of 5 stars Outstanding Customer Service! And a great speaker !,brian otoole,5,"I had the speaker for 9 months and it had a power/charging issue on a Saturday and shut down. I contacted the company on Monday, and spoke to Zaniah. I told her it would not charge and I tried all the steps: changing the power cord and adapter, switched outlets, etc. Within 10 minutes she emailed me the claim instructions. I had the information back to her in an hour and received the new speaker Friday morning. Zaniah emailed me daily with updates on the status. Absolutely excellent response from the company! Totally recommend the Boom-3 speaker as not only does it sound great, but the company stands 100% behind their product.","Reviewed in the United States August 19, 2023",AHPNGBOXKRW53HXFYKJW7JCTITIQ,True,6,Color: Night BlackPattern: Speaker
R3DQI7I96VMDSX,B07DD3VXRZ,5.0 out of 5 stars Awesome sound,Spy69,5,The clear and powerful sound and its easy setup make this BT speaker a must have for all those who want to have a high level music speaker. I definitely would buy it again and again.,"Reviewed in the United States February 22, 2024",AGKNBFK64NYKHVTNH3XD42TYPD3Q,True,0,Color: Night BlackPattern: Speaker
R1110HOQNNSOB1,B07DD3VXRZ,5.0 out of 5 stars love it!,Robert M.,5,"Quick connectivity to my cell phone. I take it everywhere. A bit heavy to carry around, though. It would be nice to have some kind of hip holder so I dont have to carry it around in my hand. Bought one for my pastor and he loves it. Great gift for any occaision.","Reviewed in the United States January 29, 2024",AFWM3MV6R4XLQJ7B5FGQZMWDDL4Q,True,1,Color: Lagoon BluePattern: Speaker
R1404CU3E7342F,B07DD3VXRZ,5.0 out of 5 stars Fabulous,Andy Hunter,5,"I lost my previous one and was so lost without it, within in 2 days of losing the other one I bought this one and bought it because it would overnighted. I love this little monster!!","Reviewed in the United States February 8, 2024",AFYJUCLY3YAGH6R7J7KYYMNDFDFQ,True,1,Color: Sunset RedPattern: Speaker
R2EY32FDBE7MIJ,B07DD3VXRZ,5.0 out of 5 stars What a difference in sound!!,yogamax,5,"I used to listen to podcasts on my iPhone, sometimes sticking it in a glass for better sound. The BOOM 3 was easy to connect to Bluetooth, has long battery life and the sound quality is great. Now I listen to music, audiobooks, sleep sounds, etc. on my Ultimate Ears Boom 3 and love it. It's easy to turn on/off and adjust the volume with my phone, keeping the push buttons on the unit from being overused.","Reviewed in the United States December 7, 2023",AE65RAXKNT6VXAULVWFZGIVBNPMQ,True,5,Color: Lagoon BluePattern: Speaker
R3MU9M2RN2NMWT,B07DD3VXRZ,3.0 out of 5 stars Good speaker until the manufacturer defects annoy the hell out of you,Bryan V Palmer,3,"This speaker worked great for about 6 months. The sound was good and so was the Bluetooth range and the battery life is really good. It has notification sounds that play really loud but you can turn them off so that's not a big deal until you can't turn them off, or the speaker.6 months in the ""magic"" button got stuck. It was always a little touchy but it worked and I never paid it any mind but once it got stuck, none of the other buttons worked anymore. The volume and power buttons no longer responded because the magic button was constantly being pressed. There is an app and I could turn the power off that way but minutes later the power was back on because the magic button was depressed. It took days for the battery to run down and at certain intervals it would announce that some feature was not available and to check the aps internet connection, really loudly. When the battery finally ran down it started screaming that the battery was low every 30 seconds. i had to stash it out in the garage.I contacted support and they got back to me saying the warranty doesn't cover the stuck magic button because it was damaged, the kicker is I never said the speaker was damaged, only that the button was stuck.Since it was no longer covered I found a tutorial on how to take it apart and found that the screws that hold the switch in place were so tight that the switch didn't have room to release. I loosened the screws and the speaker is back to working like it should except it's no longer waterproof. That sounds like a manufacturing defect to me. I let Logitech support know what I found and we'll see what they have to say.I would have given the speaker 5 stars but the business with support knocks it down a couple notches in my opinion.","Reviewed in the United States August 7, 2020",AHRLZLHRJOA3UFOB2ZV5EEI2EO2A,True,2,Color: Night BlackPattern: Speaker
R6MN6ILIOBKWN,B07DD3VXRZ,2.0 out of 5 stars Cheaper for a reason,Calvin Skinner,2,"I bought one from best buy before this one and there is a noticeable difference in sound quality. The difference in price was only $20, not much. When the volume is more than half there is noticeable distortion, not present on the other one.","Reviewed in the United States July 31, 2024",AFFW7H6A6OPMCPVVXWDJ6WD2T4FQ,True,0,Color: Lagoon BluePattern: Speaker
R22K4X3W1RKGM1,B07DD3VXRZ,3.0 out of 5 stars Not worth the price,Zrain,3,I haven’t noticed any thing special about the soundI prefer the JBL to this,"Reviewed in the United States March 31, 2024",AEXKPL4QLNPSYVBBAO3I3DK7D6SA,True,1,Color: Ultraviolet PurplePattern: Speaker
R30VGIE0X3CXZ4,B07DD3VXRZ,3.0 out of 5 stars Good quality speaker.,Amber MOODY,3,Thought it was gonna be louder. It’s decent,"Reviewed in the United States March 30, 2024",AFBIN5ZKIXA55MBVNSNQZS2QSY3A,True,2,Color: Sunset RedPattern: Speaker
R2OTG14DARBWN7,B07DD3VXRZ,4.0 out of 5 stars Great portable party speaker,vp,4,The good:+Amazing battery life. Seems to run forever even at max volume.+Decent sound - you can't expect too much from such a small unit but the volume is pretty loud and bass is decent for the size+Portable - perfect for traveling+No issues with bluetooth connectivityThe bad:+Uses micro USB charging - seriously?Overall: I would recommend this as a portable speaker to use while traveling.,"Reviewed in the United States May 22, 2023",AF6JYYCE2RMNGHEF7KZIHEYEFQDQ,True,5,Color: Lagoon BluePattern: Speaker
R2MLWKC3JFNFDX,B07DD3VXRZ,5.0 out of 5 stars Good soeaker,Ana,5,My husband loves it! It is portable and very good sound. Charges fast,"Reviewed in the United States February 28, 2024",AGS455DZKBQHYHYTH2NPU5YUXHAQ,True,0,Color: Night BlackPattern: Speaker
R3J4QOLCB7IAEK,B07DD3VXRZ,5.0 out of 5 stars Love it!,OneEyedGupy,5,"For my purposes, this is perfect!This stays in my car for kayaking, sometimes biking when in a group, party's, golfing, working in the garage......you get it.Things I love: the size, the battery (usb C would have been greatly appreciated!), the controls, yes, it really floats (but the speaker is under water while it does, not really usable in a pool or spa) and it seems to be built VERY solid.The sound is a little better than average, and that's comparing it to my best sounding Sony and a very nice Bose that both stay in or close to the house. I'm not a snob when it comes to portable speakers, great sound is achieved under controlled circumstances with much better equipment, this is good for what it is!The app is nice, but doesn't add a lot for me, I can get most of the functions it provides elsewhere, except for the battery level, nice to check before heading out for a day or weekend.The only small flaw I've found to date is the lack of being able to answer a phone call with it. I'm torn on how important of a feature that really is, but it feels like they could have added it and still kept their minimal, clean, very simple controls in tact.I'm very happy with this speaker and it's sort of become my go-to, it's beating out a number of very nice options!","Reviewed in the United States July 17, 2019",AEFX2A4BHG3TUNVA5QUDPFTZB77Q,True,8,Color: Lagoon BluePattern: Speaker
RDTJ4OJICTP06,B07DD3VXRZ,"2.0 out of 5 stars Stopped charging after a month, good sound, bad bluetooth, awkward charge cord",Ammon,2,"The sound was good while it lasted. Issues that may concern potential buyers: 1. My Boom3 stopped charging after about a month. It doesn't come with a power adapter. Their instructions and FAQ say to charge using any USB power adapter. I charged it using a surge protector with built-in USB ports. The tiny white charging indicator light has stopped lighting up. The device can recognize that it's plugged into an outlet, but it won't charge. I can't use the speaker anymore, and when I try to turn it on the voice just says, ""Charging, please wait."" I've tried other plugs and cords, but no luck. I'm just outside the Amazon return window (sucks because I want a refund) so I'll have to check if the company will exchange or credit it under warranty. 2. Was hoping to use it with my PC, but audio keeps cutting out even though speaker is right next to the case. I tried the troubleshooting tips in their FAQ multiple times, followed other user threads and tips, but never got it working well. All other bluetooth products I have (including noise cancelling headphones and testing it with my spouse's JBL speaker) worked fine. I even unpaired and ""forgot"" everything, then reconnected only the the Boom3... still cutting out at regular intervals. This is a pre-built gaming PC and only a few years old, so I really don't think it's the PC's fault. I found numerous people online with similar issues. 3. The cord that comes with this for charging is disappointing. It is micro USB, which means it is awkward to insert. Why not use USB-C on a newer product like this? The cord is solid white, so it looks garish plugged into my black Boom 3. Also, the plug housing is a big square, but the Boom3 charge slot is inside an oval recess - it's very snug and awkward to plug in. Finally, the cord is a flat/ribbon style - it does not want to go where you want it to go.","Reviewed in the United States April 12, 2022",AF2JAXPNOHN4CQ523YQQWVNAZ5VA,True,2,Color: Night BlackPattern: Speaker
R3GXR617W5CHU8,B07DD3VXRZ,"4.0 out of 5 stars Pairs easily, magic button is handy",David S.,4,"At first, the Boom 3 didn't turn on for more than five seconds. I was just about to return until a Amazon video suggested resetting the device. I believe it was ""push the volume minus button and the power button at the same time."" That did the trick. I installed the phone app and chose the ""more bass"" selection on one of the automatic equalizer selections. The equalizer produced much improved sound quality in my opinion. I got this to pair with my TV, and all I have to do to pair it up after the initial pairing is to push the magic button and it responds instantly. Good product, weather resistant.","Reviewed in the United States October 8, 2022",AHA3EXTPUSK2UMNONPCSYCLWVAZQ,True,9,Color: Night BlackPattern: Speaker
R1Q15WFC1AX6LX,B07DD3VXRZ,5.0 out of 5 stars ¿Como es el producto?,Jose calipa,5,"The media could not be loaded. La verdad me gusto mucho, exelente calidad de sonido, por el temaño no esperaba una potencia de audio mayor por el tamaño que tiene, los sonidos son muy limpios, demasiada potencia de graves y bajos fuertes. Realmete lo recomiendo, ademas el peso es lo mas chido, pesa, lo cual demuestra su calidad al tacto.","Reviewed in the United States November 21, 2023",AE7RXBRO5KRHYUFCL6P2QTJITEBA,True,1,Color: Night BlackPattern: Speaker
R2GI0V9SVJPRQ3,B07DD3VXRZ,"2.0 out of 5 stars Sounds is muddy, micro-USB",Walter W,2,"The micro-usb port caught me off guard. I tried jamming the USB-C cable for about 1 minute. Sorry, but to ship a micro-usb product is just lazy at this point.Also, I do not like the sound. It's muddy in the middle to highs.Update: Replaced it with a Flip 6. I like the sound much better. Much clearer, but not quite as good as my Soundlink Mini 2, though.","Reviewed in the United States May 25, 2024",AHA4BS73C3MSQ3Y5NAFUCKMD4SGQ,True,0,Color: Lagoon BluePattern: Speaker
R2743WGOYTFFJR,B07DD3VXRZ,3.0 out of 5 stars Good until not!,Fred Frazier,3,"Wanted to give high mark 5stars, but unit stop charging after only 3mo. I'm currently going through warranty process with UE now. Went to Amazon with my problem, & they handed me over to UE. After several attempts to do what UE wanted me to do ie Troubleshooting. Now had to take pictures of unit, pdf format order from Amazon. 14 emails back & forth with UE, hopefully they will get back to me with good news. More to come, all in all the UE speakers have great sound.Update, UE finally shipped out a replacement speaker. 1st person from UE dropped the ball, with all the emails back and forth.2nd person from UE handled the situation more swiftly. Got my replacement speaker in less than 4 days after speaking with 2nd rep from UE.All good no problems with replacement speaker.However, I think that some items should be brought from the manufacturer & not here.. I have another UE speaker from Amazon & the battery dies so fast. The speaker isn't even a year old.So moving forward, I will buy with more caution..","Reviewed in the United States October 27, 2022",AEGIBVJ2KHWUMBO7MQHWL6AJBNJA,True,1,Color: Night BlackPattern: Speaker
RIM63S708LP9L,B07DD3VXRZ,3.0 out of 5 stars Not what they used to be,Ivan T,3,"What happened to UE? They used to have great bluetooth speakers. I just read that they were bought by Altec Lansing which explains the drop in sound quality. I owned a UE Boom 1st model and 2nd model and they were amazing. So of course I would buy this model the 3rd gen. Well I was disappointed. First it is not LOUD like the previous models. Bass is sub par but then again UE wasnt really know for heavy bass. So first, I tried the volume at Max outside to see how it was. It was decent but not loud like the other gens. 2nd issue is u will need to download their app to get the most of the speaker but even the app provides minimal improvements. Battery life is better I will say but aound just isnt what it used to be. I would send it back but I gave away my other 2 gens to friends when I ordered this. Do yourself a favor. Buy a bose link instead because this doesnt do it. And the 360 immersive sound that it claims is definitely missing. Disappointed in this speaker to say the least.","Reviewed in the United States September 25, 2022",AHDRTT26OA2NWGHZIQ4XNIKAJDRA,True,6,Color: Night BlackPattern: Speaker
RJEXLAFIRWWRD,B07DD3VXRZ,5.0 out of 5 stars Idiot proof and a great sound,Cindy,5,1. Great sounds.2. Designed for fools (like me). Just plug it in and download the app. Nice lady on the speaker leads you through it. Then connect through settings on Bluetooth. That's it!! Love this thing!,"Reviewed in the United States November 25, 2023",AHHDFD2FOO7PYT6THV26ARUOB3GA,True,3,Color: Ultraviolet PurplePattern: Speaker
R35NBQEDPO572,B07DD3VXRZ,2.0 out of 5 stars Bluetooth connection continues to randomly cut out.,RSTILL,2,"Bluetooth connection to my Boom 3 speakers is sub-par and unacceptable for something in this price range. I own two identical speakers which were bought at separate times and have the issue with both.The problem is that the Bluetooth connection randomly cuts in & out, similar to a popping. Happening in different environments, with different transmitting devices and also in daisy chain connections which is so bad that I can not use multiple speakers together. The problem is not consistent, I have checked the firmware level in the Boom app and it shows it is up to date. My two speakers experience the issue at all distances from the phone which range from sitting on the device, next to the device and then any distance range until it's to far to maintain connection.The issue comes and goes and has been happening more lately which is driving my dissatisfaction and this review. I really wanted this to be a good purchase so have given multiple chances for them to work at an acceptable level.I do not recommend the Boom 3 to anyone unless you get a serious discount and do not expect consistent sound. I'll definitely try another brand when I get so fed up with these that I just donate them away.Side note, it seems like BT can be spiritic on other speakers too so perhaps it's worth it to just get a speaker that offers a hard connection to avoid the frustrating situations when you want consistent sound over portability.","Reviewed in the United States March 6, 2023",AHDQACXK3VYQ6HYHHKFU3PNQSJBQ,True,0,Color: Ultraviolet PurplePattern: Speaker
RJTKBT15U8K4R,B07DD3VXRZ,"3.0 out of 5 stars 6 Months Later, speaker blown out",Lenard J. Jackson,3,"I absolutely LOVED the previous iteration of this product. It lasted at a high quality level for 4 years. I by no means expected the more expensive update to last a fraction of the time. I LOVE music. I say this as a record producer, mixing engineer, songwriter, and artist. I am almost always listening to music and from the last iteration of the speaker to this one, I used this one less, however the low-end is shaky and makes most of the music I listen to sound muddy. I do not use it around a pool or get it wet hardly at all. (It stays next to the sink when I shower and in my room. Would I be able to get this product replaced? Appreciate you reading. I truly feel that I may have revived a speaker that needed a lil more love in the manufacturing process.","Reviewed in the United States May 5, 2023",AEIFQZYHEQZWFSKJJN3DBZERSJUQ,True,3,Color: Night BlackPattern: Speaker
R40NGCH3W5BSQ,B07DD3VXRZ,"3.0 out of 5 stars Nice little speaker, but micro USB? Really?",Noah Libby-Haines,3,This is a great travel speaker with one big flaw. The damn thing charges via micro USB. This is inexcusable and requires me to carry around an extra charging cable specifically for this device.,"Reviewed in the United States January 4, 2024",AGQNTSI7GAPRHSXT6OA6WGWV2IRA,True,1,Color: Night BlackPattern: Speaker
RQMQYB88PKDVY,B07DD3VXRZ,5.0 out of 5 stars Perfect replacement for our last Bluetooth Speaker,kenojunkie,5,Our previously speaker lasted more than a decade and I expect this one will too. Perfect for my hubby and I,"Reviewed in the United States January 6, 2024",AGNYCKQMFQQM6UVFFVUPLYTJEADQ,True,0,Color: Night BlackPattern: Speaker
R215G1OC4IVNBL,B07DD3VXRZ,"5.0 out of 5 stars Love these, added a small one to my collection",Nigel,5,I have always loved the UE boom and rec it to all my friends. Its great when everyone brings there's to the beach or a party and we can sync them up. I have the megaboom and finally caught the boom on sale. Great to link up. Highly recommend.,"Reviewed in the United States October 22, 2023",AHPX4BSRV7LKSFC6EVI333VVJQGA,True,1,Color: Night BlackPattern: Speaker
RI1AYTLFMQ27Y,B07DD3VXRZ,5.0 out of 5 stars Nice speak,Ming,5,Very good,"Reviewed in the United States March 3, 2024",AGNLBE5CISOIHB4HHFCRAVTTL2IA,True,0,Color: Sunset RedPattern: Speaker
R2B8XYXVPIQNWT,B07DD3VXRZ,4.0 out of 5 stars Lots of Bass,DaddyLoko,4,"This speaker sounds good with computer. Other than that, unless you have the latest ""Bluetooth"" on your cell, there's always a problem pairing for Party Up feature and sound output only gives about half the output potential. I tried on several cell phones. If you can test before buying, try for yourself.","Reviewed in the United States April 18, 2023",AGNK6PKNY4W65IVBEJOOS4CXYIGA,True,1,Color: Lagoon BluePattern: Speaker
R3KOV38F4ACYF,B07DD3VXRZ,5.0 out of 5 stars Such a great speaker!,Erica Shireman,5,"We love this speaker! We use it by the pool, for outdoor parties and in the golf cart!","Reviewed in the United States January 11, 2024",AEKUXDGSRR3UAGSIQSQTK2A4BS2Q,True,0,Color: Sunset RedPattern: Speaker
RPAEJ0FYJ81XN,B07DD3VXRZ,5.0 out of 5 stars Awesome,Joe Glow,5,Would definitely recommend this,"Reviewed in the United States February 16, 2024",AG5ZMPXCOHHBJ5I3NOPPILN7435Q,True,0,Color: Ultraviolet PurplePattern: Speaker + Charging Dock
R1RAFBVKRJ21G7,B07DD3VXRZ,5.0 out of 5 stars All good in a small package,Stretched,5,"I listen mostly to jazz in the background while I’m reading or on the web, usually at low volume - sometimes rock at louder volumes. I’ve bought any number of blue tooth speakers, as a hobby I suppose, always in search of that nirvana sound. They’ve ranged from really small Fugoo units (with unbelievably good sound) to paired floor standing auditorium behemoths that will blow your contacts out. IMO, the UE Boom 3’s are not only a good value, they are superlative in sound from low to high ranges at easy and medium volume. Great for voice, too, e.g. podcasts. I have 2 paired and will likely buy another pair (stereo is nice) for another room.I recently tried the UE Megablast and they don’t hold a candle to to crispness and range of the Boom 3’s. They’re loud and have some nice control features but for sound, IMO the 3’s are the best by far, and uncannily the least expensive of over 10 other brands, up to $300. Unless you’re filling a large room with loud music I’d say the Boom is the best speaker in it’s portable class. Enjoy, and don’t worry about missing any sound - you’ll pleasantly hear it all!","Reviewed in the United States December 28, 2019",AEKGEHD6XSWX34ICGNG3YY3TBUKA,True,12,Color: Sunset RedPattern: Speaker
R451N4PSH32Q1,B07DD3VXRZ,"3.0 out of 5 stars Good sound, lousy battery",Alden,3,"The speaker is great, for about 2 hours. After that, it dies! Mine is about 3 months old.","Reviewed in the United States January 24, 2024",AFBEMFALLKW4JSH6BHFAMA3UHADQ,True,1,Color: Night BlackPattern: Speaker
R35SU0HQFRFD3N,B07DD3VXRZ,5.0 out of 5 stars Good sound and volume,Paul V Gubala,5,"Very good sound, especially with the equalizer available in the app. Plenty of volume, I use it on a warehouse forklift.","Reviewed in the United States December 10, 2023",AH4CUISR4KOLGE4PL76IDPF6JYIA,True,0,Color: Night BlackPattern: Speaker
R3PUPMMZFTHMYF,B07DD3VXRZ,5.0 out of 5 stars Anywhere Anytime Reliable Music,Amazon Customer,5,Super portable. Practically indestructible as I traveled all throughout Alaska and tossed this guy in rivers and off mountains. It remains giving amazing audio quality and fast connectivity. Will only ever buy UE for my music needs!,"Reviewed in the United States September 27, 2023",AGBNM6V7KDHC44VT5VTA4MYIJODA,True,1,Color: Lagoon BluePattern: Speaker
RX0VH7DUEO7M0,B07DD3VXRZ,4.0 out of 5 stars A phenomenal speaker with one negative,John G. Comas,4,"This speaker is the best Boom ever made. It sounds great, is functional, and durable. The controls are way better, starting and stopping the sound is just an actual button, and you can even fast forward, too.I have docked one star from this clear 5 star speaker because the battery indicator is broken unless you download the UE Boom App and update the firmware. Before I did this, the battery never got past 20%. I looked on the internet and that seems to be a common problem that is fixed by a firmware update, which requires the app. To me, that is a shady practice. People should download the app if they *want*, not because they literally have no choice because the battery indicator is broken without it. I know I can delete the app now and I will, but it's just a lame way to get downloads.Otherwise, this speaker is absolutely amazing and it hurts to not give it 5 stars.","Reviewed in the United States August 24, 2020",AHATAIQWV6XQQMPWJFJTSJFZIZEA,True,3,Color: Night BlackPattern: Speaker
R3FWRRRYNT93BO,B09XXW54QG,5.0 out of 5 stars Great speaker,Crowman,5,"Bought this speaker at a discount on Amazon from the damaged box store. Box was lightly damaged. Item inside was in perfect condition. Saved a boat load of cash doing so. Easy to use. Sounds great. Looks great light weight , battery life is long. Excellent buy all around.","Reviewed in the United States July 25, 2024",AEL4RXU6RAHMMBA2XO3RSGXRYZYQ,True,0,Color: BlackStyle: Emberton
R1WRMQNY9KE109,B09XXW54QG,5.0 out of 5 stars Simple yet Wonderful,Sunny,5,"The Marshall Emberton is a testament to Marshall's commitment to quality and innovation. It seamlessly blends timeless design with cutting-edge technology, delivering a speaker that not only looks stunning but also sounds exceptional. The iconic Marshall logo adorns the front, paying homage to the brand’s heritage.Portability and Convenience: The Emberton’s compact size, weighing just 0.7 kilograms, makes it incredibly portable. Slip it into your bag or pocket, and you have a powerful sound system wherever you go.Sound Performance: Don’t be fooled by its size; the Emberton packs a punch. With two 10W drivers, it delivers a surprisingly rich and dynamic sound. The bass is deep and satisfying, the mids are clear, and the highs are crisp, offering a well-balanced audio experience. Even at high volumes, the sound remains distortion-free, showcasing Marshall’s commitment to audio excellence.In conclusion, the Marshall Emberton is a testament to Marshall’s engineering prowess. It defies its size, delivering a sound quality that rivals much larger speakers. Its robust build, impressive battery life, and excellent sound make it a top choice in the realm of portable Bluetooth speakers. Whether you’re a music enthusiast, a frequent traveller, or someone who values premium audio in a compact form, the Marshall Emberton is a stellar choice.","Reviewed in the United States October 14, 2023",AEB5JEKNO3NNDOMDWCOKF2H3WDJA,True,22,Color: BlackStyle: Emberton
